what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1392949656395
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1392949656396
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1392949656397
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1392949656398
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1392949656399
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1392949656399
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1392949656401
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1392949656401
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1392949656402
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1392949656402
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1392949656403
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1392949656404
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1392949656405
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1392949656405
started,bundle,com.salesforce.ide.api,28.0.1.201309101331,"com.salesforce.ide.api",1392949656406
started,bundle,com.salesforce.ide.core,28.0.1.201309101331,"com.salesforce.ide.core",1392949656406
started,bundle,com.salesforce.ide.core.compatibility,28.0.1.201309101331,"com.salesforce.ide.core.compatibility",1392949656407
started,bundle,com.salesforce.ide.core.compatibility.auth.platformdb,28.0.1.201309101331,"com.salesforce.ide.core.compatibility.auth.platformdb",1392949656407
started,bundle,com.salesforce.ide.ui,28.0.1.201309101331,"com.salesforce.ide.ui",1392949656407
started,bundle,com.salesforce.ide.ui.editors.intro,28.0.1.201309101331,"com.salesforce.ide.ui.editors.intro",1392949656408
started,bundle,com.salesforce.ide.upgrade,28.0.1.201309101331,"com.salesforce.ide.upgrade",1392949656409
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1392949656409
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1392949656409
os,sysinfo,,,"win32",1392949656412
arch,sysinfo,,,"x86_64",1392949656412
ws,sysinfo,,,"win32",1392949656412
locale,sysinfo,,,"ja_JP",1392949656412
processors,sysinfo,,,"4",1392949656412
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1392949656412
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1392949656412
java.specification.name,sysinfo,,,"Java Platform API Specification",1392949656412
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1392949656412
java.specification.version,sysinfo,,,"1.6",1392949656412
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1392949656412
java.version,sysinfo,,,"1.6.0_45",1392949656412
java.vm.info,sysinfo,,,"mixed mode",1392949656412
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1392949656412
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1392949656412
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1392949656412
java.vm.specification.version,sysinfo,,,"1.0",1392949656412
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1392949656412
java.vm.version,sysinfo,,,"20.45-b01",1392949656412
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1392949663390
started,bundle,hr.multimodus.apexeditorls,1.1.2,"hr.multimodus.apexeditorls",1392949665429
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1392949666434
started,bundle,com.salesforce.ide.deployment,28.0.1.201309101331,"com.salesforce.ide.deployment",1392949671654
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949672742
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949681203
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949681402
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949770099
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1392949771951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949775604
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949786637
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949786896
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949850971
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949862462
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949870836
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392949870945
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392950084679
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.closeProject",1392950092539
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1392950092539
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1392950092626
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392950099802
error,log,,,"ERROR [2014-02-21 11:37:06,385] (ProjectPackageList.java:generateComponents:473) - Filepath-zip mapping is null or empty for package 'Salesforce Connected Apps' [0A310000000PiCaCAK] - skipping component generation\r\n",1392950226387
error,log,,,"ERROR [2014-02-21 11:37:06,463] (ProjectPackageList.java:generateComponents:473) - Filepath-zip mapping is null or empty for package 'Salesforce1 and Chatter Apps' [0A310000000PoFtCAK] - skipping component generation\r\n",1392950226466
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1392950232412
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392950648288
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1392950653376
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392950679650
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951012407
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951012877
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951022878
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951047897
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951050786
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951056876
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951159904
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951160268
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951382828
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951385266
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951619003
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392951628123
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392954715971
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392954717788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392955412859
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392955413746
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1392956538057
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1392956548443
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1392956548457
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1392956548535
started,bundle,com.salesforce.ide.ui.editors,28.0.1.201309101331,"com.salesforce.ide.ui.editors",1392956548631
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1392956548745
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1392956548806
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1392956548875
started,bundle,org.eclipse.wst.xsd.core,1.1.503.v201011121919,"org.eclipse.wst.xsd.core",1392956549019
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1392956549040
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1392956549060
started,bundle,org.eclipse.xsd,2.6.0.v20100914-1218,"org.eclipse.xsd",1392956549134
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1392956549276
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1392956549299
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1392956549369
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1392956549374
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1392956549457
